,tweet_raw_text,task_1
396,Bullet to the head fucking sick fuck,HOF
397,I don't talk a big game Just have tried figuring things outI think it's over and I finally get to be hap,NOT
398,": ""This super group is a two-time winner tonight, shattering nearly every streaming record imaginable, so yeah, you're wel",NOT
399,Being sick sucks,HOF
400,"And if you find a Filipina, and shes fine, you better keep her. Cuz there aint nothing like a Filipina girl.",HOF
401,NON COMMITTAL HELP YOU WITH YOUR CAREER JUST A LITTLE,NOT
402,: me on March coming out of bedroom door bawling to tell everyone Zayn has officially left One Direction: https:/,NOT
403,: I'm tired of men who think they have some ordained right to control women. I know the struggles of my single mother who r,NOT
404,: how to suck his dick.,HOF
405,": Listening to music, watching the sunrise.. I cannot think of a better way to start my morning.",NOT
406,: birth control..... is being counted as abortion.... why the fuck are men in charge of being able to make these laws.... c,HOF
407,": Ring, Ring, PRESIDENT OBAMA CALLED MR BIRTHER!!!WHERE'S YOUR ?",HOF
408,": GO GREEN NOT JUST BY BLOOD, BUT ALSO BY HEART.",NOT
409,": TY: Give me, give me, hand it to me!DY: i WILL hold it TY: Just hand it over! We're not going to places i want!DY: I'm",NOT
410,: Well this is a *heck* of a piece of writing. I'll be pointing people to it and quoting from it for a long time to come-,NOT
411,: me as a manger about to empty bts schedule for the next two years so they can rest and do whatever they want https,NOT
412,: the audacity and narcissism that some people have to think that they themselves can stop long thought out manifested realit,NOT
413,": Watch on : Armchair Fantasy Show: ""The Worst Predictions Ever"" w/ The Jinx",NOT
414,My take is it was entertaining as hell and had some awesome holy shit scenes. The spectacle was /10.,HOF
415,WERE DID YOU GET THAT BRACELET FROM T.T I WANT ONE,NOT
416,": years ago, Can't Be Tamed was released. This song is everything and we all know that Miley kicked Disney's ass with",HOF
417,": A kid got killed at school yesterday, but abortion is what people want to ban??? That is sick! Kendrick Castillo die",NOT
418,This shit got me dead but yall wild as hell yall basically calling this nigga a child molester,HOF
419,In case I die tonight.,NOT
420,: Is he trying to save his own AZZ now? Have the Republicans that put that fool in office (UTA,HOF
421,All we know is they're idiots the size of Thors stomach,HOF
422,Hehehe you're welcome.,NOT
423,"Humanity lasted this long, why should it be fucked now?",HOF
424,I hate that fishermans are so fabulous. Just get away and deal with it.,NOT
425,": I just walked in a store and the employee was like ""please tell me you're not about to buy everything"" and I was like ""naw,",NOT
426,: Be a father to ya kids mane this my biggest fear this shit hurt ya heart seeing this,HOF
427,: IM FUCKING SCREEAMING LOOK WHAT SHADOW SAYS IN THE MIDDLE OF RACE NCJDJFJRJCKRKJFKRNFNFNF,HOF
428,All I said hes had a lot of help when people say he didnt and I showed yall all the numb,NOT
429,Typically only play cod4 but that shit still look so clean,HOF
430,": Fanart kong replied on tgd (2): if maybe you're tired, (i) left this (here) to use, kong nim: it's cool!!!((this is s",NOT
431,Mannn dont start,NOT
432,Are these the same people who are traumatized by climate change? Some people just need to learn how to suck it,NOT
433,"Jung Hoseok""Even when this rain stops, when the clouds go away, I stand here, just the same.""QT/RT/REPLY fo",NOT
434,"So I got back from work and I had two things in my left hand when I got out of the car, my keys and something I wan",NOT
435,": Boris Johnson, a charlatan and an inveterate liar, will complete the transmutation of the Tory party into an ultra righ",NOT
436,: Im in my you gotta prove everything you say to me phase of my life,NOT
437,This is not to throw any shade. Some people literally never have their kids. Not me. My kids go everywhere I go.,NOT
438,Like Why Dont Yall Go To The AUC Then,NOT
439,"Of course, at the scent of his master, Riceball perked and jumped up to Hiros shoulder.Vee! Eevee! H",NOT
440,Ooh I never have to go to Walmart. But this lmao,NOT
441,: Fuck. Koalas are functionally extinct.,HOF
442,Almost interned there for social work too damn,HOF
443,what a fucking stupid article,HOF
444,Ultimate Home-Base Business Opportunity .,NOT
445,but fr amazon has been coming in clutch with my last minute ass lmao tryna scramble &amp; buy shit hella close to the c,HOF
446,lack of communication can fuck up some good shit,HOF
447,"I am not, saw it coming miles away, heck you saw that character going insane (small hints of",NOT
448,: avengers and bts HES STATING FACTS,NOT
449,: [INA GO ] BANTU RT YA Bongbong Doll cm by (pillow) exclude EMS Close th May,NOT
450,: nobody forcing me to wear cowboy hats. if u had a yee haw ass song go number for weeks you would be wearing the shit too.,HOF
451,Quick question. What the fuck?,HOF
452,might fuck around,HOF
453,they really exiled jon like fuck off,HOF
454,": FUCK YOU NEWT! MUTE THE NEWT! YOU ETHICS VIOLATIN FORCED RESIGNIN, PRACTICIN CATHOLIC W/ MULTIPLE MARRIAGES SINNIN, POWER ABU",HOF
455,Dont nobody want no damn white man ew &amp;,HOF
456,I'm not the one for the stupid shit,HOF
457,god why did the starks separate im so fucking annoyed,HOF
458,thank you you're an angel I still need to lose at least kgs and then more,NOT
459,Fucking hell man,HOF
460,: How bad does Trump have to get before he's forced from office?,NOT
461,: FUCK epics rules. You made k+ in a week vs SAC that they give you a small cut and you get no fun out of it lul lets ge,HOF
462,: Beauty gurus are so problematic... cant yall just not shit talk eachother and just post videos? This is not some compet,HOF
463,: Dont you have a cock to suck for a few shekels?,HOF
464,": British guy (old, stupid looking): You once wrote that Palestinians are toilet diarrea. I agree that we should kill them bu",HOF
465,: Suck it Choi,HOF
466,": NO DON'T SCROLL DOWN, ARMYS DON'T NEED TO BE THREATENED BY ""NO BTS CONCERT""WE ARE GONNA VOTE REGARDLESS!! WE WANT TO SEE O",NOT
467,Been a while since I had a little Willie in my mouth And yes. I swallow.,NOT
468,Need,NOT
469,Im just so tired but I dont want to sleep????,NOT
470,What could be fancier than having AS MANY BREADSTICKS AS YOU WANT. Tell me that's not how rich people live.,NOT
471,Blumenthal is a blooming idiot! Never understood a word he said!,HOF
472,: fuck !!!!,HOF
473,do it better bitch!,HOF
474,: I drove by my sons school and was on my way to work and realized I never dropped his ass off and he AINT SAY SHIT,HOF
475,: finally some good fucking feat,HOF
476,YESSSIR OWWWWE YOU KNOW THE FUCKING SCOUTS,HOF
477,: They say Real Bitch over a Bad Bitch but you dont even gotta choose.,HOF
478,: rt if you think huening kai and taehyun deserves the same amount of cheers as the rest of the group.,NOT
479,: Close ass game lol,HOF
480,Literally would rather get my gums scraped then go to work tonight. Just more shifts,NOT
481,"My lord, she sighed as his lips moved to her neck, youre far more dangerous than you look.",NOT
482,": Start with Antifa &amp; then Muslim Brotherhood.Raise you hand, using the appropriate sign language, if you think Ilhan Omar",NOT
483,We need that fury rematch,NOT
484,"Swamp people, -You all be found out now",NOT
485,: when close to you becomes white ferrari,NOT
486,Can never be me but You,NOT
487,: hoseok: yeah i support mens rights.... mens rights to shut the fuck up,HOF
488,: he took my virginity and left me for his SISTER. TRASH,HOF
489,"Im disappointed in myself, like how can I be doing shit like this",HOF
490,Fuck the tetris bullies,HOF
491,"Under then angel, with flowers on his head and hand. With a ring on each others hand, they exchanged their vows an",NOT
492,Its not appropriate to call Rudy Giuliani a traitor because that would assume hes coherent when he speaks.,NOT
493,This is what you'll look like if you hate the letter l sub myusernamesthis,NOT
494,Polo Ts the only other ones but thats if you feeeling fly fly like bitch dont touch me.,HOF
495,we said that shit in middle school,HOF
496,: If you (the government) were putting your finger on the scale would you intentionaly make your illegal activity public?,NOT
497,Aye bitch you better start chargin dese niggas sum bread.. got all dem niggas on yo close story,HOF
498,Yessss!!! THEY WERE RUNNING OUR GOVERNMENT!!,NOT
499,*I never get,NOT
500,oh god now im all upset because of jamess video and i feel bad and like hes just a kid and needs to learn. am i,NOT
501,"Ok but all you ugly racist idiots need to stop. My god no one asked for you opinion, much less is it needed. If you",NOT
502,I do this shit with my eyes closed...,HOF
503,I dont know jack shit about the universe I just went because seats comfey and it keeps me out the house for a bit,HOF
504,"Here you have a Fake Ass Pres. Who MORE concerned about Selling the Country Out, Spreading HATE, jailing",HOF
505,"The powderpuff girls will never be overrated, make that shit trend forever",HOF
506,THIS SCENE LITERALLY MADE ME SCREAMED IN THE THEATRE ANDDD FCK THIS IS THE MOST SATISFYING SHIT I'VE EVER SEEN,HOF
507,I want to come over,NOT
508,I can help u if u want,NOT
509,: they gave yoongi the big ass sleeves to hide the gang signs,HOF
510,: what a fucking free kick. Man is out of this world oooooo,HOF
511,: The BIG finale is tonight Are you ready for the Lainestorm ? Will Alejandro wield his axe ? Will Madison be queen? T,NOT
512,: i thought youre still in military jiyong,NOT
513,youre a dumbass,HOF
514,Im with all the freaky shit but that spitting in each others mouth is just weird to me,HOF
515,": what i learn from everything is, the lesser you know about something, the better. you dont need to know, what people say",NOT
516,: When youre on your th damn thats crazy and they still havent stopped talking,HOF
517,": Some dumbass DMed me telling me I couldnt dance to when the partys over so here you go, fuck you greg",HOF
518,: The FIGHT for America BEGINS: Trump to invoke Insurrection ActPresident is poised to invoke the Insurrection Act that a,NOT
519,: You're making mouth all over social media as if you're the Abraham Lincoln of the Fraud Society. EFCC came to give you,NOT
520,people followed me // automatically checked by,NOT
521,Glad I picked comfort food for dinner tonight. Roasted turkey breast and greens with ham hocks.,HOF
522,: when the relationship dead but yaw keep fucking,HOF
523,My brother really need to stop showing his ass around on Instagram,HOF
524,might just fuck around and blow my head,HOF
525,: might fuck around and | | \ / ______| |______ / ___/ \__,HOF
526,: this shit took me back im bouta cry bitch,HOF
527,Hes for sale,NOT
528,: Big out now everywhere fuck nigga,HOF
529,": Since pedophiles (MAP / NOMAP) and their allies think they're a valid sexual orientation, I decided to make them a pride fla",HOF
530,"nd Jesus said, Father, forgive them, for they know not what they do.",NOT
531,"""YOURE DRINKING CUM POWDER?!""""hes just a ball of hatred...""",NOT
